Frame,Time (ns),Solvent accessible surface area
1,80.011998,29445.09735244435
2,80.03199599999999,29185.896525807482
3,80.05199400000001,29248.50677549902
4,80.071992,29055.178054443688
5,80.09199000000001,29187.60066855112
6,80.111988,29230.390901309525
7,80.131986,29206.920993253967
8,80.151984,29026.198051753843
9,80.171982,29262.140784371797
10,80.19198,29346.555737301693
11,80.211978,29454.2008723612
12,80.23197599999999,29300.510366350794
13,80.251974,29514.393475567173
14,80.271972,29259.318807119867
15,80.29197,29315.22718794335
16,80.31196800000001,29428.207767402
17,80.331966,29431.778657003808
18,80.35196400000001,29277.451800802268
19,80.371962,29342.741772168436
20,80.39196000000001,29154.031041720744
21,80.411958,29207.886628965873
22,80.431956,29245.896201280324
23,80.451954,29208.534954664876
24,80.471952,29283.889497485492
25,80.49195,29239.569490567286
26,80.511948,29287.62742034423
27,80.53194599999999,29198.383988038448
28,80.551944,29332.094469935648
29,80.57194199999999,29242.48924951047
30,80.59194000000001,29201.24320060737
31,80.611938,29258.264284663026
32,80.631936,28987.133322300735
33,80.65193400000001,28906.25164815084
34,80.671932,29140.88328425239
35,80.69193000000001,29114.777949809766
36,80.711928,29020.294370185733
37,80.731926,29212.66614489995
38,80.751924,28994.224728265264
39,80.771922,28720.042561213388
40,80.79192,28846.32622871375
41,80.811918,28754.82973479081
42,80.83191599999999,29064.37182383104
43,80.85191400000001,28855.14970536228
44,80.871912,29105.816855002577
45,80.89191000000001,29137.284211028666
46,80.911908,29379.015665128547
47,80.931906,29582.42998382245
48,80.951904,29501.436415982196
49,80.971902,29504.533772656298
50,80.99190000000002,29435.975674427402
51,81.011898,29069.24522329481
52,81.031896,29173.915873985236
53,81.051894,29178.70009642626
54,81.071892,29226.007842411156
55,81.09189,29344.28985994184
56,81.11188800000001,29338.711374275612
57,81.131886,29377.49181144001
58,81.15188400000001,29028.240547923433
59,81.171882,29401.976519828422
60,81.19188,29173.92645152024
61,81.211878,29237.59237590616
62,81.231876,29105.581378341067
63,81.251874,29103.147331273656
64,81.271872,29031.385293025607
65,81.29186999999999,29286.15975679112
66,81.311868,29507.548181275688
67,81.33186599999999,29452.75215223157
68,81.351864,29139.86149499685
69,81.37186200000001,29213.50193722631
70,81.39186,29239.461319042664
71,81.41185800000001,28698.50644026823
72,81.431856,29021.685001021873
73,81.45185400000001,28742.10582989947
74,81.471852,28982.15794054326
75,81.49185,29209.06475644959
76,81.511848,28780.78736275014
77,81.531846,29049.954356789127
78,81.551844,29159.195542238154
79,81.571842,29047.9531704972
80,81.59183999999999,28900.16217248583
81,81.611838,29250.97549871905
82,81.63183599999999,28940.655823600373
83,81.65183400000001,28985.367229680465
84,81.671832,29006.88102722839
85,81.69183,28911.03679627461
86,81.71182800000001,28750.182948481204
87,81.731826,28899.39870547551
88,81.75182400000001,29062.85291384283
89,81.771822,28743.29795452821
90,81.79182,28645.68627760461
91,81.811818,28845.67284349402
92,81.831816,28763.08132648267
93,81.851814,28674.31564412502
94,81.871812,29042.481920446287
95,81.89180999999999,28889.215473393488
96,81.91180800000001,29043.417792814118
97,81.931806,28890.50075073216
98,81.95180400000001,29202.341348364916
99,81.971802,29199.12127351789
100,81.9918,29433.12725349683
101,82.011798,29114.69056856845
102,82.031796,29155.53214863534
103,82.05179400000002,29275.465309671148
104,82.071792,29112.245410510004
105,82.09179,29123.445294170502
106,82.111788,29384.18264508784
107,82.131786,29097.762195769785
108,82.151784,29130.341628249982
109,82.17178200000001,29392.72518382443
110,82.19178,28952.408134436377
111,82.21177800000001,28893.60410273765
112,82.231776,29000.52657411779
113,82.25177400000001,28837.684602413738
114,82.271772,28961.24177255097
