Frame,Time (ns),Radius of Gyration
1,0.0,46.24672643095042
2,0.019998000000000002,46.11322514415572
3,0.039996000000000004,46.11681361027615
4,0.059994,45.88470080329146
5,0.07999200000000001,45.84762635387981
6,0.09999000000000001,45.57528572833114
7,0.119988,45.969326563181156
8,0.139986,46.0647721136724
9,0.15998400000000002,45.776981900592276
10,0.179982,46.04755171886773
11,0.19998000000000002,45.91203496812576
12,0.219978,45.87950277498131
13,0.239976,46.01856588109515
14,0.259974,46.06292820023885
15,0.279972,45.85164970258403
16,0.29997,46.02168281233574
17,0.31996800000000003,45.72031399114408
18,0.339966,45.85720101684792
19,0.359964,45.91571399491643
20,0.37996199999999997,46.12083078510603
21,0.39996000000000004,46.11809636358838
22,0.41995800000000005,46.26985645558472
23,0.439956,46.089825189179464
24,0.45995400000000003,46.12401674712394
25,0.479952,45.924040586168566
26,0.49995,45.83085619357006
27,0.519948,45.84739162275144
28,0.539946,45.775508960268915
29,0.559944,45.695640502848846
30,0.579942,45.98817572799343
31,0.59994,45.84837481541579
32,0.619938,45.770077806650264
33,0.6399360000000001,45.71636487836882
34,0.659934,45.60515417026058
35,0.679932,45.47171223102972
36,0.69993,45.436500044584065
37,0.719928,45.43409883124206
38,0.7399260000000001,45.45829105344144
39,0.7599239999999999,45.73590911373239
40,0.779922,45.715482555795774
41,0.7999200000000001,45.674098539464374
42,0.819918,45.774214013307486
43,0.8399160000000001,45.90473966953837
44,0.859914,45.75698734771541
45,0.879912,45.92851903523633
46,0.89991,45.81025364890015
47,0.9199080000000001,46.00979343770316
48,0.939906,45.75301063145851
49,0.959904,45.7715466953367
50,0.979902,45.56453169931399
51,0.9999,45.172675017039055
52,1.019898,45.05807404012145
53,1.039896,45.43445416701342
54,1.0598940000000001,45.23671514985067
55,1.079892,45.38168468437612
56,1.09989,45.23708904930213
57,1.119888,45.26364801755991
58,1.139886,45.323786638629855
59,1.159884,45.436377911499946
60,1.179882,45.47208662726755
61,1.19988,45.47925172311131
62,1.219878,45.65022266319156
63,1.239876,45.73869696578973
64,1.259874,45.72204600416097
65,1.2798720000000001,45.79839814732462
66,1.29987,45.814289046419006
67,1.319868,45.71345663952055
68,1.339866,45.665891080750534
69,1.359864,45.869764150783915
70,1.3798620000000001,45.682622714048776
71,1.39986,45.5880382436613
